chapter,verse,sanskrit,english,transliteration,verse_id
6,10,योगी युञ्जीत सततमात्मानं रहसि स्थितः |एकाकी यतचित्तात्मा निराशीरपरिग्रहः |,"Living in seclusion all by himself, the Yogi who has controlled his mind and body, and is free from desires and void of possessions, should constantly engage his mind in meditation.",yogī yuñjīta satatamātmānaṃ rahasi sthitaḥ .ekākī yatacittātmā nirāśīraparigrahaḥ,BG_6_10
6,12,तत्रैकाग्रं मनः कृत्वा यतचित्तेन्द्रियक्रियः |उपविश्यासने युञ्ज्याद्योगमात्मविशुद्धये |,"And occupying that seat, concentrating the mind and controlling the functions of the mind and senses, he should practise Yoga for self-purification.",tatraikāgraṃ manaḥ kṛtvā yatacittendriyakriyaḥ .upaviśyāsane yuñjyādyogamātmaviśuddhaye,BG_6_12
6,13,समं कायशिरोग्रीवं धारयन्नचलं स्थिरः |सम्प्रेक्ष्य नासिकाग्रं स्वं दिशश्चानवलोकयन् |,"Holding the trunk, head and neck straight and steady, remaining firm and fixing the gaze on the tip of his nose, without looking in other direction.",samaṃ kāyaśirogrīvaṃ dhārayannacalaṃ sthiraḥ .samprekṣya nāsikāgraṃ svaṃ diśaścānavalokayan,BG_6_13
6,14,प्रशान्तात्मा विगतभीर्ब्रह्मचारिव्रते स्थितः |मनः संयम्य मच्चित्तो युक्त आसीत मत्परः |,"Firm in the vow of complete chastity and fearless, keeping himself perfectly calm and with the mind held in restraint and fixed on Me, the vigilant Yogi should sit absorbed in Me.",praśāntātmā vigatabhīrbrahmacārivrate sthitaḥ .manaḥ saṃyamya maccitto yukta āsīta matparaḥ,BG_6_14
6,15,युञ्जन्नेवं सदात्मानं योगी नियतमानसः |शान्तिं निर्वाणपरमां मत्संस्थामधिगच्छति |,"Thus constantly applying his mind to Me, the Yogi of disciplined mind attains the everlasting peace, consisting of supreme bliss, which abides in Me.",yuñjannevaṃ sadātmānaṃ yogī niyatamānasaḥ .śāntiṃ nirvāṇaparamāṃ matsaṃsthāmadhigacchati,BG_6_15
6,17,युक्ताहारविहारस्य युक्तचेष्टस्य कर्मसु |युक्तस्वप्नावबोधस्य योगो भवति दुःखहा |,"Yoga, which rids one of woe, is accomplished only by him who is regulated in diet and recreation, regulated in performing actions, and regulated in sleep and wakefulness.",yuktāhāravihārasya yuktaceṣṭasya karmasu .yuktasvapnāvabodhasya yogo bhavati duḥkhahā,BG_6_17
6,18,यदा विनियतं चित्तमात्मन्येवावतिष्ठते |निःस्पृहः सर्वकामेभ्यो युक्त इत्युच्यते तदा |,"When the mind which is thoroughly disciplined gets riveted on God alone, then the person who is free from yearning for all enjoyments is said to be established in Yoga.",yadā viniyataṃ cittamātmanyevāvatiṣṭhate .niḥspṛhaḥ sarvakāmebhyo yukta ityucyate tadā,BG_6_18
6,19,यथा दीपो निवातस्थो नेङ्गते सोपमा स्मृता |योगिनो यतचित्तस्य युञ्जतो योगमात्मनः |,"As a light does not flicker in a windless place, such is stated to be the picture of the disciplined mind of the Yogi practising meditation on God.",yathā dīpo nivātastho neṅgate sopamā smṛtā .yogino yatacittasya yuñjato yogamātmanaḥ,BG_6_19
6,20,यत्रोपरमते चित्तं निरुद्धं योगसेवया |यत्र चैवात्मनात्मानं पश्यन्नात्मनि तुष्यति |,"When the mind which is thoroughly disciplined gets riveted on God alone, then the person who is free from yearning for all enjoyments is said to be established in Yoga.",yatroparamate cittaṃ niruddhaṃ yogasevayā .yatra caivātmanātmānaṃ paśyannātmani tuṣyati,BG_6_20
6,21,सुखमात्यन्तिकं यत्तद् बुद्धिग्राह्यमतीन्द्रियम् |वेत्ति यत्र न चैवायं स्थितश्चलति तत्त्वतः |,"Nay, in which the soul experience the eternal and supersensuous job which can be apprehended only through the subtle and purified intellect, and wherein established the said Yogi moves not from Truth on any account.",sukhamātyantikaṃ yattad buddhigrāhyamatīndriyam .vetti yatra na caivāyaṃ sthitaścalati tattvataḥ,BG_6_21
6,23,तं विद्याद् दुःखसंयोगवियोगं योगसंज्ञितम् |स निश्चयेन योक्तव्यो योगोऽनिर्विण्णचेतसा |,"That state, called Yoga, which is free from the contact of sorrow, should be known. Nay, this Yoga should be resolutely practiced with an unwearied mind.",taṃ vidyād duḥkhasaṃyogaviyogaṃ yogasaṃjñitam .sa niścayena yoktavyo yogo.anirviṇṇacetasā,BG_6_23
6,25,शनैः शनैरुपरमेद् बुद्ध्या धृतिगृहीतया |आत्मसंस्थं मनः कृत्वा न किञ्चिदपि चिन्तयेत् |,"Gradually, with the mind fixed on the Supreme, and with firm determination, one should not think of anything else.",śanaiḥ śanairuparamed buddhyā dhṛtigṛhītayā .ātmasaṃsthaṃ manaḥ kṛtvā na kiñcidapi cintayet,BG_6_25
6,26,यतो यतो निश्चरति मनश्चञ्चलमस्थिरम् |ततस्ततो नियम्यैतदात्मन्येव वशं नयेत् |,"Drawing back the restless and fidgety mind from all those objects after which it runs, he should repeatedly fix it on God.",yato yato niścarati manaścañcalamasthiram .tatastato niyamyaitadātmanyeva vaśaṃ nayet,BG_6_26
6,27,प्रशान्तमनसं ह्येनं योगिनं सुखमुत्तमम् |उपैति शान्तरजसं ब्रह्मभूतमकल्मषम् |,"Because the yogi whose mind is very peaceful, who is free from sin and whose passionis calmed, attains the highest happiness, the state of Brahman, free from all impurities.",praśāntamanasaṃ hyenaṃ yoginaṃ sukhamuttamam .upaiti śāntarajasaṃ brahmabhūtamakalmaṣam,BG_6_27
6,28,युञ्जन्नेवं सदात्मानं योगी विगतकल्मषः |सुखेन ब्रह्मसंस्पर्शमत्यन्तं सुखमश्नुते |,"The sinless Yogi, thus uniting his self constantly with God, easily enjoys the eternal Bliss of oneness with Brahma.",yuñjannevaṃ sadātmānaṃ yogī vigatakalmaṣaḥ .sukhena brahmasaṃsparśamatyantaṃ sukhamaśnute,BG_6_28
6,29,सर्वभूतस्थमात्मानं सर्वभूतानि चात्मनि |ईक्षते योगयुक्तात्मा सर्वत्र समदर्शनः |,"The Yogi who is united in identity with the all-pervading, infinite Consciousness; and sees unity everywhere, beholds the Self present in all beings, and all beings as assumed in the Self.",sarvabhūtasthamātmānaṃ sarvabhūtāni cātmani .īkṣate yogayuktātmā sarvatra samadarśanaḥ,BG_6_29
6,30,यो मां पश्यति सर्वत्र सर्वं च मयि पश्यति |तस्याहं न प्रणश्यामि स च मे न प्रणश्यति |,"He who sees Mepresent in all beings, and all beings existing within Me, never loses sight of Me, and I never lose sight of him.",yo māṃ paśyati sarvatra sarvaṃ ca mayi paśyati .tasyāhaṃ na praṇaśyāmi sa ca me na praṇaśyati,BG_6_30
6,31,सर्वभूतस्थितं यो मां भजत्येकत्वमास्थितः |सर्वथा वर्तमानोऽपि स योगी मयि वर्तते |,"The Yogi who is established in union with Me, and worships Me as residing in all beings; abides in Me; no matter what he does.",sarvabhūtasthitaṃ yo māṃ bhajatyekatvamāsthitaḥ .sarvathā vartamāno.api sa yogī mayi vartate,BG_6_31
6,32,आत्मौपम्येन सर्वत्र समं पश्यति योऽर्जुन |सुखं वा यदि वा दुःखं स योगी परमो मतः |,"Arjuna, he who looks on all as one, on the analogy of his own self, and looks upon the joy and sorrow of all with a similar eye,—such a Yogi is deemed the highest of all.",ātmaupamyena sarvatra samaṃ paśyati yo.arjuna .sukhaṃ vā yadi vā duḥkhaṃ sa yogī paramo mataḥ,BG_6_32
